Name                                 Publisher                                             Version
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.154
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.156
AzureDiskEncryption                  Microsoft.Azure.Security                              1.0.0.0
AzureDiskEncryption                  Microsoft.Azure.Security                              1.1.0.6
AzureDiskEncryption                  Microsoft.Azure.Security                              1.1.0.7
AzureDiskEncryption                  Microsoft.Azure.Security                              1.1.0.8
AzureDiskEncryption                  Microsoft.Azure.Security                              2.0.0.0
AzureDiskEncryption                  Microsoft.Azure.Security                              2.1.0.0
AzureDiskEncryption                  Microsoft.Azure.Security                              2.1.0.36
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.35
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.36
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.37
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.39
WorkloadDiagnosticLinux              Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.1
WorkloadDiagnosticLinux              Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.1
LinuxDEBIAN9                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9163
LinuxDEBIAN9                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9164
LinuxDEBIAN9                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9166
LinuxDEBIAN9                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9167
LinuxDEBIAN9                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9170
LinuxRHEL6                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9163
LinuxRHEL6                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9164
LinuxRHEL6                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9167
LinuxRHEL6                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9170
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.3.0.114
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.3.0.115
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.3.0.116
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.3.0.117
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.3.0.118
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999344
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999345
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999347
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999348
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.0.0.0
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.1.0.50
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.1.0.51
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.1.0.52
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.2.0.75
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.2.0.83
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.2.0.84
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.2.0.89
LinuxOL8                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9163
LinuxOL8                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9164
LinuxOL8                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9166
LinuxOL8                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9167
LinuxOL8                             Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9170
LinuxRHEL7                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9163
LinuxRHEL7                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9164
LinuxRHEL7                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9167
LinuxRHEL7                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9170
WorkloadDiagnosticLinux.Test         Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.1
WorkloadDiagnosticLinux.Test         Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.2
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.0.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.1.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.10.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.11.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.12.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.13.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.14.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.15.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.16.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.17.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.18.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.19.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.2.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.20.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.21.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.22.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.23.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.24.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.25.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.26.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.27.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.28.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.29.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.3.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.30.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.31.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.32.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.33.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.34.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.35.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.36.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.37.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.38.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.39.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.4.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.40.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.41.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.42.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.43.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.44.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.45.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.46.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.47.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.48.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.49.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.5.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.50.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.51.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.52.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.53.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.54.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.55.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.56.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.57.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.59.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.6.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.7.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.8.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.9.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.1
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.10
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.11
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.12
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.13
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.15
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.16
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.17
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.19
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.2
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.3
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.4
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.5
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.6
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.7
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.8
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.58.9
LinuxRHEL8                           Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9163
LinuxRHEL8                           Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9164
LinuxRHEL8                           Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9167
LinuxRHEL8                           Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9170
LinuxSLES11SP3                       Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9163
